"RespondentID","Lottery","smoke","alcohol","gamble","skydiving","drive_above_speed_limit","cheated","eat_steak","like_steak_prepared","Gender","Age","Household_Income","Education","Location"
3234872996.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium rare","Male","45-60","$50,000 - $99,999","Graduate degree","East North Central"
3234874404.00,"Lottery A","Yes","Yes","Yes","No","Yes","Yes","Yes","Medium","Male","30-44","$150,000+","Graduate degree","Middle Atlantic"
3234874602.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium Well","Male","> 60","$25,000 - $49,999","Some college or Associate degree","South Atlantic"
3234874621.00,"Lottery A","Yes","Yes","Yes","No","No","Yes","No",,"Male","18-29","$50,000 - $99,999","Bachelor degree","Pacific"
3234875056.00,"Lottery B","No","No","No","No","Yes","No","Yes","Medium Well","Female","> 60",,"Graduate degree","West North Central"
3234876635.00,"Lottery B","No","Yes","No","No","No","No","No",,"Male","45-60","$50,000 - $99,999","Some college or Associate degree","Pacific"
3234877084.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Female","> 60","$150,000+","Graduate degree","South Atlantic"
3234877192.00,"Lottery A","Yes","No","No","No","No","No","No",,"Female","> 60","$25,000 - $49,999","High school degree","Pacific"
3234877910.00,"Lottery A","No","Yes","No","No","Yes","Yes","Yes","Medium Well","Female","> 60",,"Bachelor degree","West North Central"
3234878810.00,"Lottery A","No","No","No","No","Yes","No","Yes","Medium rare","Female","> 60","$25,000 - $49,999","Bachelor degree","East North Central"
3234878909.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium","Male","30-44","$50,000 - $99,999","Some college or Associate degree","East North Central"
3234878934.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium","Male","30-44","$100,000 - $149,999","Bachelor degree","East North Central"
3234879079.00,"Lottery A","No","Yes","No","No","Yes","No","No",,"Female","> 60","$25,000 - $49,999","Some college or Associate degree","East North Central"
3234879259.00,"Lottery B","No","Yes","No","No","No","Yes","No",,"Female","> 60","$50,000 - $99,999","Bachelor degree","South Atlantic"
3234879461.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium",,,,,
3234880264.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Male","30-44","$100,000 - $149,999","Graduate degree","Pacific"
3234880646.00,"Lottery B","No","Yes","Yes","Yes","Yes","Yes","Yes","Medium","Male","30-44","$100,000 - $149,999","Bachelor degree","Middle Atlantic"
3234880918.00,"Lottery B","No","Yes","No","No","No","Yes","No",,,,,,
3234880920.00,"Lottery B","No","No","Yes","No","Yes","No","Yes","Medium","Male","30-44","$50,000 - $99,999","Some college or Associate degree","East South Central"
3234881800.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium Well","Male","30-44","$25,000 - $49,999","Some college or Associate degree","South Atlantic"
3234882106.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium Well","Male","> 60","$50,000 - $99,999","Some college or Associate degree","Mountain"
3234882580.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Rare","Male","45-60","$100,000 - $149,999","Bachelor degree","Middle Atlantic"
3234882939.00,"Lottery A","No","No","No","No","Yes","No","Yes","Medium","Male","30-44","$25,000 - $49,999","Some college or Associate degree","Mountain"
3234883277.00,"Lottery A","No","Yes","No","No","Yes","No","No",,"Female","> 60","$0 - $24,999","Graduate degree","Middle Atlantic"
3234883481.00,"Lottery A","No","Yes","No","No","Yes","Yes","Yes","Well","Male","18-29",,"Some college or Associate degree","Middle Atlantic"
3234884132.00,"Lottery A","No","Yes","Yes","No","No","No","Yes","Medium","Female","> 60","$25,000 - $49,999","High school degree","Middle Atlantic"
3234884670.00,"Lottery A","No","Yes","No","No","Yes","No","No",,"Male","30-44","$50,000 - $99,999","Less than high school degree","Mountain"
3234884675.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium rare","Male","45-60","$100,000 - $149,999","Bachelor degree","Middle Atlantic"
3234885046.00,"Lottery B","No","No","Yes","No","Yes","Yes","No",,"Male","30-44","$50,000 - $99,999","Some college or Associate degree","East South Central"
3234885891.00,"Lottery A","No","Yes","Yes","No","Yes","Yes","No",,"Male","> 60","$50,000 - $99,999","Some college or Associate degree","Middle Atlantic"
3234886625.00,"Lottery B","No","No","Yes","No","No","No","Yes","Medium rare","Male","18-29","$50,000 - $99,999","High school degree","Middle Atlantic"
3234886754.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Male","45-60","$100,000 - $149,999","High school degree","East South Central"
3234887493.00,,"No","Yes","Yes","No","Yes","No","Yes","Medium","Male","> 60","$25,000 - $49,999","Some college or Associate degree","Mountain"
3234887530.00,"Lottery A","No","No","Yes","No","Yes","No","Yes","Well","Male","45-60","$50,000 - $99,999","Some college or Associate degree","Pacific"
3234887552.00,"Lottery A","No","Yes","No","No","Yes","No","No",,"Female","30-44",,"Bachelor degree","Pacific"
3234888125.00,"Lottery B","No","Yes","Yes","No","No","No","Yes","Medium Well","Female","> 60","$0 - $24,999","High school degree","Middle Atlantic"
3234888305.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium","Female","> 60","$50,000 - $99,999","Graduate degree","West North Central"
3234888428.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium Well","Male","45-60","$100,000 - $149,999","Bachelor degree","Pacific"
3234888966.00,"Lottery B","No","No","No","No","Yes","No","No",,"Male","45-60",,"Bachelor degree","Middle Atlantic"
3234888994.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium rare","Male","18-29","$0 - $24,999","Bachelor degree","East South Central"
3234889143.00,"Lottery A","No","Yes","No","No","Yes","No","No",,"Female","> 60",,"Graduate degree","New England"
3234889313.00,"Lottery A","No","No","No","No","Yes","No","Yes","Medium","Male","18-29","$100,000 - $149,999","Some college or Associate degree","South Atlantic"
3234889471.00,"Lottery A","No","Yes","No","Yes","Yes","No","Yes","Medium rare","Male","30-44",,"Some college or Associate degree","West South Central"
3234889548.00,"Lottery B","Yes","No","Yes","No","Yes","Yes","Yes","Medium rare","Female","> 60","$0 - $24,999","Bachelor degree","Pacific"
3234889696.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium rare","Female","> 60","$100,000 - $149,999","Graduate degree","East North Central"
3234890248.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Female","> 60","$25,000 - $49,999","Graduate degree","West North Central"
3234890660.00,"Lottery A","No","Yes","No","No","Yes","No","No",,"Male","> 60","$50,000 - $99,999","Bachelor degree","West South Central"
3234891191.00,"Lottery B","No","Yes","No","No","Yes","No","No",,"Female","> 60",,"Bachelor degree","South Atlantic"
3234893232.00,"Lottery B","No","Yes","No","No","Yes","Yes","Yes","Medium rare","Female","> 60","$50,000 - $99,999","Some college or Associate degree","East South Central"
3234893368.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium","Male","18-29","$25,000 - $49,999","Graduate degree","West North Central"
3234893663.00,"Lottery B","No","Yes","No","No","Yes","Yes","Yes","Medium Well","Male","> 60","$150,000+","Bachelor degree","New England"
3234893756.00,"Lottery A","Yes","Yes","No","No","Yes","Yes","Yes","Medium rare","Male","18-29",,"High school degree","Pacific"
3234894723.00,"Lottery A","Yes","Yes","Yes","No","Yes","No","Yes","Rare","Male","> 60",,"Bachelor degree","Middle Atlantic"
3234894892.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Rare","Male","30-44","$25,000 - $49,999","Bachelor degree","Pacific"
3234894987.00,"Lottery B","No","No","Yes","No","No","No","Yes","Medium Well","Male","> 60","$25,000 - $49,999","Some college or Associate degree","East South Central"
3234895207.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Male","45-60","$100,000 - $149,999","Bachelor degree","Middle Atlantic"
3234895751.00,"Lottery A","No","Yes","No","No","Yes","No","No",,"Female","> 60","$100,000 - $149,999","Bachelor degree","South Atlantic"
3234896091.00,"Lottery B","No","No","Yes","No","Yes","No","Yes","Medium rare","Female","> 60",,"Some college or Associate degree","Pacific"
3234896271.00,"Lottery A","No","Yes","Yes","No","Yes","No","No",,"Female","> 60",,"Some college or Associate degree","Middle Atlantic"
3234896600.00,"Lottery B","Yes","Yes","Yes","No","Yes","Yes","Yes","Medium Well","Male","30-44","$50,000 - $99,999","Bachelor degree","East North Central"
3234896919.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium","Male","45-60",,"Some college or Associate degree","Pacific"
3234897017.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium rare","Male","45-60",,"Some college or Associate degree","South Atlantic"
3234897030.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium rare","Female","> 60","$100,000 - $149,999","Bachelor degree","New England"
3234897200.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium","Male","45-60",,"Bachelor degree","East North Central"
3234898162.00,"Lottery A","Yes","Yes","Yes","No","Yes","No","Yes","Medium rare","Male","45-60",,"Graduate degree","Pacific"
3234898344.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Rare","Male","> 60",,"Graduate degree","New England"
3234899145.00,"Lottery B","Yes","Yes","No","No","No","Yes","Yes","Medium rare","Male","18-29","$0 - $24,999","Some college or Associate degree","South Atlantic"
3234899967.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium","Male","> 60","$50,000 - $99,999","Bachelor degree","Pacific"
3234900347.00,"Lottery B","No","Yes","Yes","No","Yes","No","No",,"Male","45-60","$50,000 - $99,999","Graduate degree","South Atlantic"
3234900937.00,,"No","Yes","No","No","Yes","No","Yes","Medium rare",,,,,
3234904710.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Male","45-60",,"Some college or Associate degree","West South Central"
3234905473.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium","Male","18-29","$50,000 - $99,999","Some college or Associate degree","South Atlantic"
3234906064.00,"Lottery B","No","No",,"No","Yes","No","Yes","Medium Well","Male","> 60","$50,000 - $99,999","Some college or Associate degree","Mountain"
3234906252.00,"Lottery B",,,,,,,,,,,,,
3234907424.00,"Lottery A","Yes","No","No","Yes","No","Yes","Yes","Well","Male","18-29","$150,000+",,"Middle Atlantic"
3234908086.00,"Lottery A","No","Yes","No","No","Yes","Yes","Yes","Medium rare","Male","45-60","$50,000 - $99,999","Some college or Associate degree","Pacific"
3234908311.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Male","> 60","$50,000 - $99,999","Bachelor degree","East North Central"
3234908558.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium","Male","> 60",,"Graduate degree","East North Central"
3234910265.00,"Lottery B","No","No","No","No","Yes","Yes","Yes","Medium rare","Male","18-29","$100,000 - $149,999","Some college or Associate degree","West South Central"
3234910677.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium","Male","> 60","$100,000 - $149,999","Some college or Associate degree","East North Central"
3234910805.00,"Lottery A",,,,,,,,,,,,,
3234910999.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium","Male","> 60","$50,000 - $99,999","Bachelor degree","Pacific"
3234911072.00,"Lottery A","No","Yes","No","No","No","No","Yes","Medium rare","Male","45-60",,"High school degree","West South Central"
3234911137.00,"Lottery A","No","Yes","Yes","No","Yes","Yes","Yes","Medium","Male","45-60","$150,000+","Bachelor degree","South Atlantic"
3234914768.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Male","> 60","$150,000+","Bachelor degree","West North Central"
3234915418.00,"Lottery A","Yes","Yes","No","No","Yes","No","Yes","Medium Well","Male","> 60","$50,000 - $99,999","Graduate degree","Middle Atlantic"
3234915627.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium Well","Male","45-60",,"Some college or Associate degree","Middle Atlantic"
3234918715.00,"Lottery B","No","No","No","No","Yes","No","Yes","Medium Well","Male","45-60","$50,000 - $99,999","Bachelor degree","South Atlantic"
3234918764.00,"Lottery A","No","No","Yes","No","Yes","No","Yes","Medium rare","Male","45-60","$0 - $24,999","Some college or Associate degree","New England"
3234919737.00,"Lottery B","No","Yes","No","No","Yes","No","No",,"Male","18-29","$50,000 - $99,999","Some college or Associate degree","Middle Atlantic"
3234921008.00,"Lottery A","No","Yes","Yes","No","Yes","No","No",,"Male","30-44","$25,000 - $49,999","Some college or Associate degree","South Atlantic"
3234921417.00,"Lottery B","Yes","Yes","Yes","No","Yes","No","Yes","Medium","Male","30-44","$50,000 - $99,999","Some college or Associate degree","West South Central"
3234922346.00,"Lottery A","No","Yes","Yes","No","Yes","Yes","Yes","Medium Well","Male","45-60","$50,000 - $99,999","Some college or Associate degree","South Atlantic"
3234922412.00,"Lottery B","No","Yes","Yes","No","Yes","Yes","Yes","Medium","Male","> 60","$100,000 - $149,999","Bachelor degree","Pacific"
3234922597.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Male","> 60","$0 - $24,999","High school degree","West South Central"
3234923656.00,"Lottery B","No","Yes","Yes","No","No","No","Yes","Medium","Male","30-44","$50,000 - $99,999","Bachelor degree","Pacific"
3234923731.00,"Lottery B","No","No","Yes","No","Yes","No","No",,"Male","45-60","$0 - $24,999","Some college or Associate degree","South Atlantic"
3234924090.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium","Male","45-60","$50,000 - $99,999","Bachelor degree","Pacific"
3234924367.00,"Lottery A","No","Yes","Yes","No","Yes","No","No",,,,,,
3234924769.00,"Lottery A","No","Yes","Yes","Yes","Yes","No","Yes","Medium","Male","30-44","$100,000 - $149,999","Bachelor degree","South Atlantic"
3234925077.00,"Lottery A","No","Yes","Yes","No","Yes","No","No",,,,,,
3234925465.00,"Lottery A","Yes","Yes","Yes","No","No","Yes","Yes","Medium","Male","30-44",,"High school degree","East North Central"
3234926887.00,"Lottery B","No","No","No","No","Yes","No","Yes","Medium","Male","30-44","$50,000 - $99,999","Bachelor degree",
3234927933.00,"Lottery A","No","Yes","Yes","No","No","No","No",,"Male","45-60","$0 - $24,999","Bachelor degree","South Atlantic"
3234927960.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Well","Male","18-29","$25,000 - $49,999","High school degree","West South Central"
3234928339.00,"Lottery A","No","Yes","No","No","No","No","Yes","Medium","Male","18-29",,"Some college or Associate degree","Middle Atlantic"
3234928649.00,"Lottery B","No","No","No","No","No",,"Yes","Medium rare","Male","> 60",,"Graduate degree","New England"
3234928702.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium","Male","30-44","$50,000 - $99,999","Some college or Associate degree","East North Central"
3234928903.00,"Lottery B","Yes","Yes","Yes","No","Yes","No","No",,"Male","30-44",,"Bachelor degree","East North Central"
3234929241.00,"Lottery A","No","Yes","No","No","No","No","No",,,,,,
3234929351.00,"Lottery B","Yes","Yes","No","No","Yes","No","Yes","Medium","Male","45-60","$50,000 - $99,999","Graduate degree","East South Central"
3234930461.00,"Lottery A","No","No","No","No","Yes","No","Yes","Medium","Male","18-29","$0 - $24,999","Graduate degree","South Atlantic"
3234931630.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium","Male","> 60","$25,000 - $49,999","Graduate degree","East North Central"
3234932801.00,"Lottery B","Yes","Yes","Yes","No","No","No","Yes","Medium rare","Male","45-60","$50,000 - $99,999","Graduate degree","Middle Atlantic"
3234935254.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium","Male","45-60","$25,000 - $49,999","Bachelor degree","West South Central"
3234935763.00,"Lottery A","Yes","Yes","Yes","No","Yes","No","Yes","Medium Well","Male","18-29","$50,000 - $99,999","High school degree","West North Central"
3234936220.00,"Lottery B","No","No","No","No","Yes","No","Yes","Medium rare","Male","45-60","$0 - $24,999","Some college or Associate degree","East North Central"
3234936804.00,"Lottery B","No","No","No","No","Yes","No","Yes","Medium rare","Male","> 60","$25,000 - $49,999","Some college or Associate degree","Middle Atlantic"
3234937003.00,"Lottery A","Yes","Yes","Yes","No","Yes","No","Yes","Medium Well",,,,,
3234937709.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Male","18-29","$25,000 - $49,999","Bachelor degree","West North Central"
3234937720.00,"Lottery B","No","No","No","No","Yes","No","Yes","Medium rare","Male","30-44","$50,000 - $99,999","Graduate degree","South Atlantic"
3234938004.00,"Lottery B","Yes","Yes","No","No","Yes","No","No",,"Male","18-29","$150,000+","Some college or Associate degree","East North Central"
3234939289.00,"Lottery A","No","Yes","Yes","No","No","No","Yes","Medium rare","Male","18-29","$50,000 - $99,999","Bachelor degree","West North Central"
3234940805.00,"Lottery B","No","Yes","No","No","Yes","No","No",,"Male","18-29","$0 - $24,999","Some college or Associate degree","Pacific"
3234941615.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium","Male","18-29","$50,000 - $99,999","Bachelor degree","South Atlantic"
3234944270.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium Well","Male","18-29","$25,000 - $49,999","Some college or Associate degree","Mountain"
3234945250.00,"Lottery B","No","Yes","No","Yes","Yes","No","Yes","Medium Well","Male","> 60","$50,000 - $99,999","Bachelor degree","Pacific"
3234946739.00,"Lottery A","Yes","Yes","Yes","No","Yes","No","Yes","Rare","Male","18-29","$50,000 - $99,999","Graduate degree","Pacific"
3234947477.00,"Lottery B","No","Yes","Yes","Yes","Yes","No","Yes","Medium","Male","18-29","$50,000 - $99,999","Bachelor degree","West South Central"
3234948197.00,"Lottery A","No","No","Yes","No","Yes","No","Yes","Medium rare","Male","18-29","$100,000 - $149,999","Graduate degree","Middle Atlantic"
3234948883.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium rare","Male","> 60","$50,000 - $99,999","High school degree","South Atlantic"
3234951249.00,"Lottery B","No","Yes","Yes","No","No","No","Yes","Medium rare","Male","> 60","$25,000 - $49,999","Some college or Associate degree","Pacific"
3234953052.00,"Lottery A","Yes","Yes","Yes","No","Yes","No","Yes","Medium","Male","18-29","$50,000 - $99,999","Bachelor degree","East North Central"
3234955010.00,"Lottery A","No","Yes","Yes","Yes","Yes","No","Yes","Medium rare","Male","18-29","$25,000 - $49,999","Some college or Associate degree","West North Central"
3234955097.00,"Lottery A","No","Yes","No","No","Yes","Yes","No",,"Male","> 60","$150,000+","Graduate degree","New England"
3234955240.00,"Lottery A","No","No","No","No","Yes","No","Yes","Medium rare","Male","18-29","$0 - $24,999","Some college or Associate degree","West South Central"
3234958833.00,"Lottery B","No","Yes","No","No","Yes","Yes","Yes","Medium","Male","> 60","$50,000 - $99,999","Graduate degree","Middle Atlantic"
3234972383.00,"Lottery B","Yes","Yes","Yes","No","Yes","Yes","Yes","Medium","Male","> 60","$50,000 - $99,999","Bachelor degree","New England"
3234973379.00,"Lottery A","No","Yes","Yes","No","Yes","Yes","Yes","Rare","Male","> 60","$150,000+","Graduate degree","South Atlantic"
3234982343.00,"Lottery A","No","Yes","No","No","No","No","Yes","Medium rare","Male","> 60","$50,000 - $99,999","Some college or Associate degree","East North Central"
